from_stop_id,to_stop_id,transfer_type,min_transfer_time
10147,10148,2,120
10147,32166,2,60
10148,32166,2,60
10148,32167,2,60
10155,10156,2,120
10158,31688,2,120
10158,30001,2,120
10158,30027,2,120
10175,10176,2,120
10177,10179,2,120
10184,10188,2,120
10184,30185,2,60
10184,30186,2,60
10184,10185,2,120
10184,11292,2,120
10184,11231,2,120
10185,11231,2,120
10185,11292,2,120
10185,10188,2,120
10185,30185,2,60
10185,30186,2,60
10188,11292,2,120
10188,30185,2,60
10188,30186,2,60
10188,11231,2,120
10190,30029,2,120
10191,30191,2,60
10191,30192,2,60
10196,10197,2,120
10198,10199,2,120
10198,30158,2,120
10198,30157,2,120
10199,30158,2,120
10199,30157,2,120
10200,10201,2,120
10202,10203,2,120
10204,10205,2,120
10218,10219,2,120
10220,10221,2,120
10228,10229,2,120
10236,10237,2,120
10243,30226,2,120
10243,10244,2,120
10243,30227,2,120
10244,30226,2,120
10244,30227,2,120
10247,10304,2,120
10247,11222,2,120
10247,10248,2,120
10248,10304,2,120
10248,11222,2,120
10252,30579,2,120
10252,30575,2,120
10252,30574,2,120
10252,30507,2,120
10252,10566,2,120
10252,10567,2,120
10252,30206,2,240
10252,30205,2,240
10252,10332,2,120
10252,10292,2,120
10259,10260,2,120
10265,10266,2,120
10276,10277,2,120
10278,10279,2,120
10280,10281,2,120
10292,30579,2,120
10292,10566,2,120
10292,30507,2,120
10292,30574,2,120
10292,30575,2,120
10292,30205,2,240
10292,10567,2,120
10292,10332,2,120
10292,30206,2,240
10304,11222,2,120
10308,10309,2,120
10310,10311,2,120
10310,30309,2,120
10311,30309,2,120
10312,10313,2,120
10314,10315,2,120
10320,11534,2,120
10320,35659,2,360
10320,32121,2,240
10320,32120,2,360
10320,46025,2,180
10320,46024,2,180
10320,11213,2,180
10323,10324,2,120
10326,30056,2,120
10327,10328,2,120
10329,11240,2,120
10331,11215,2,120
10332,30205,2,240
10332,30206,2,240
10332,30579,2,120
10332,10566,2,120
10332,30507,2,120
10332,30574,2,120
10332,30575,2,120
10332,10567,2,120
10334,10335,2,120
10339,10340,2,120
10346,10347,2,120
10346,2350,2,180
10346,10476,2,120
10346,46155,2,120
10346,10477,2,120
10346,39037,2,180
10346,46156,2,120
10347,10476,2,120
10347,46155,2,120
10347,2350,2,180
10347,46156,2,120
10347,39037,2,180
10347,10477,2,120
10350,10351,2,120
10361,10362,2,120
10363,10364,2,120
10365,10366,2,120
10367,10368,2,120
10369,10370,2,120
10371,10372,2,120
10383,10385,2,120
10386,30211,2,180
10386,10387,2,120
10387,30211,2,180
10393,10394,2,120
10401,10402,2,120
10405,10406,2,120
10429,30201,2,240
10429,30202,2,240
10429,30103,2,240
10429,10920,2,120
10435,10436,2,120
10440,10441,2,120
10442,10443,2,120
10445,10446,2,120
10447,10448,2,120
10449,11726,2,120
10450,10451,2,120
10457,10458,2,120
10459,10460,2,120
10474,10475,2,120
10476,39037,2,180
10476,46155,2,120
10476,10477,2,120
10476,2350,2,180
10476,46156,2,120
10477,46155,2,120
10477,46156,2,120
10477,2350,2,180
10477,39037,2,180
10478,10802,2,120
10484,10485,2,120
10486,10487,2,120
10488,10489,2,120
10496,10497,2,120
10501,10502,2,120
10508,30103,2,180
10508,30201,2,180
10508,30202,2,180
10508,10429,2,360
10508,30511,2,180
10508,30510,2,180
10508,12289,2,180
10508,30005,2,120
10508,30008,2,120
10508,10920,2,360
10517,10518,2,120
10524,10525,2,120
10524,11279,2,120
10525,11279,2,120
10528,10529,2,120
10530,10531,2,120
10532,10533,2,120
10566,30206,2,240
10566,30205,2,240
10566,30579,2,120
10566,30507,2,120
10566,30574,2,120
10566,30575,2,120
10566,10567,2,120
10567,30574,2,120
10567,30507,2,120
10567,30579,2,120
10567,30206,2,240
10567,30205,2,240
10567,30575,2,120
10568,11223,2,120
10571,11227,2,120
10600,10601,2,120
10606,11389,2,120
10607,30208,2,300
10607,30207,2,300
10637,2186,2,360
10637,10946,2,120
10637,35774,2,360
10637,10638,2,120
10637,10947,2,120
10637,11921,2,360
10637,35958,2,360
10637,35957,2,360
10637,2185,2,360
10638,10946,2,120
10638,10947,2,120
10638,11921,2,360
10638,2186,2,360
10638,35774,2,360
10638,35957,2,360
10638,35958,2,360
10638,2185,2,360
10642,10643,2,120
10676,10677,2,120
10683,10684,2,120
10685,10686,2,120
10687,10688,2,120
10689,10690,2,120
10696,30199,2,180
10696,32110,2,120
10696,32111,2,120
10696,10697,2,120
10696,30200,2,180
10697,32110,2,120
10697,30200,2,180
10697,30199,2,180
10697,32111,2,120
10705,10706,2,120
10728,10729,2,120
10737,10738,2,120
10787,10788,2,120
10818,42743,2,360
10818,30156,2,360
10818,11529,2,360
10818,3503,2,360
10818,1198,2,360
10818,1189,2,360
10818,1191,2,360
10818,1192,2,360
10818,30173,2,360
10818,1190,2,360
10818,32842,2,360
10818,34934,2,360
10844,10845,2,120
10854,10855,2,120
10890,10891,2,120
10892,10893,2,120
10894,10895,2,120
10896,10897,2,120
10900,10901,2,120
10902,10903,2,120
10910,10911,2,120
10912,10913,2,120
10916,10917,2,120
10919,11412,2,120
10920,30103,2,240
10920,30202,2,240
10920,30201,2,240
10933,10934,2,120
10941,30188,2,240
10941,30187,2,240
10942,30397,2,120
10945,42744,2,180
10945,46050,2,180
10946,2186,2,360
10946,2185,2,360
10946,11921,2,360
10946,35774,2,360
10946,35957,2,360
10946,10947,2,120
10946,35958,2,360
10947,35958,2,360
10947,35957,2,360
10947,35774,2,360
10947,2186,2,360
10947,11921,2,360
10947,2185,2,360
10964,10999,2,120
10966,35585,2,240
10966,11226,2,120
10966,35584,2,240
10973,10974,2,120
10983,10984,2,120
10987,10988,2,120
10989,10990,2,120
10995,10996,2,120
11006,30256,2,120
11014,32157,2,180
11014,32156,2,180
11014,30190,2,240
11014,30189,2,240
11030,11031,2,120
11032,11033,2,120
11036,11037,2,120
11038,11039,2,120
11058,11544,2,120
11058,30225,2,120
11060,11061,2,120
11072,11073,2,120
11089,11090,2,120
11095,11096,2,120
11108,11109,2,120
11110,11111,2,120
11112,11113,2,120
11190,11191,2,120
11194,11195,2,120
11209,11210,2,120
11213,11534,2,120
11213,46024,2,180
11213,32120,2,120
11213,35659,2,120
11213,46025,2,180
11213,32121,2,120
11226,35585,2,240
11226,35584,2,240
11231,30185,2,60
11231,11292,2,120
11231,30186,2,60
11232,11233,2,120
11238,11239,2,120
11247,11715,2,120
11273,11274,2,120
11275,11276,2,120
11277,11278,2,120
11284,11285,2,120
11286,11287,2,120
11286,11836,2,120
11286,11837,2,120
11287,11836,2,120
11287,11837,2,120
11292,30185,2,60
11292,30186,2,60
11315,30447,2,120
11315,30448,2,120
11317,11318,2,120
11321,30184,2,120
11321,30183,2,180
11321,11392,2,120
11321,11323,2,120
11321,11322,2,120
11322,11323,2,120
11322,30183,2,180
11322,30184,2,120
11322,11392,2,120
11323,30183,2,180
11323,11392,2,120
11323,30184,2,120
11331,11332,2,120
11335,11336,2,120
11337,11338,2,120
11360,11361,2,120
11374,11375,2,120
11392,30183,2,180
11392,30184,2,120
11396,11397,2,120
11404,619,2,240
11404,620,2,240
11404,11405,2,120
11405,620,2,240
11405,619,2,240
11410,11411,2,120
11418,11419,2,120
11420,11421,2,120
11426,11427,2,120
11430,11431,2,120
11435,11436,2,120
11444,30446,2,180
11444,30445,2,180
11498,11499,2,120
11500,11501,2,120
11502,11503,2,120
11504,30194,2,180
11504,30193,2,180
11505,45861,2,180
11505,45862,2,180
11515,11516,2,120
11518,30201,2,180
11518,30103,2,180
11518,30510,2,180
11518,12289,2,180
11518,30202,2,180
11518,30511,2,180
11518,10429,2,360
11518,10920,2,360
11518,30008,2,180
11518,10508,2,180
11518,30005,2,180
11518,166,2,180
11518,11520,2,120
11518,159,2,360
11520,30201,2,180
11520,30202,2,180
11520,30510,2,180
11520,30511,2,180
11520,10429,2,360
11520,10920,2,360
11520,30103,2,180
11520,30008,2,180
11520,10508,2,180
11520,30005,2,180
11520,166,2,180
11520,159,2,360
11520,12289,2,180
11529,30173,2,180
11529,46303,2,120
11529,46052,2,180
11529,42743,2,180
11529,30156,2,240
11534,46024,2,180
11534,46025,2,180
11534,35659,2,360
11534,32121,2,240
11534,32120,2,360
11544,30225,2,120
11628,11629,2,120
11713,32165,2,180
11713,32164,2,180
11729,30229,2,120
11729,30230,2,120
11729,30231,2,120
11738,32503,2,360
11738,11534,2,360
11738,32502,2,360
11738,32121,2,180
11738,32120,2,180
11738,10320,2,360
11738,11213,2,360
11740,12287,2,120
11743,11744,2,120
11745,11746,2,120
11747,11748,2,120
11750,11751,2,120
11759,12230,2,120
11760,11761,2,120
11762,11763,2,120
11796,11797,2,120
11803,11804,2,120
11810,46055,2,180
11810,42740,2,180
11810,30472,2,300
11833,11834,2,120
11836,11837,2,120
11838,11839,2,120
11840,11841,2,120
11844,11845,2,120
11856,11857,2,120
11858,11859,2,120
11860,11861,2,120
11877,12203,2,120
11878,11879,2,120
11880,11881,2,120
11882,11883,2,120
11891,11893,2,120
11898,30057,2,120
11925,11926,2,120
11937,11938,2,120
11974,11975,2,120
11987,11988,2,120
12005,30566,2,120
12007,30565,2,120
12009,30564,2,120
12015,30562,2,120
12025,12026,2,120
12027,12028,2,120
12036,12037,2,120
12038,12039,2,120
12041,12042,2,120
12045,30209,2,240
12045,30210,2,240
12045,30093,2,120
12045,30136,2,120
12045,30137,2,120
12045,12272,2,120
12045,30070,2,120
12045,12265,2,120
12045,12266,2,120
12045,12273,2,120
12045,12120,2,120
12045,12275,2,120
12046,12047,2,120
12074,12075,2,120
12078,12079,2,120
12107,30006,2,120
12110,12111,2,120
12120,12265,2,120
12120,30070,2,120
12120,12272,2,120
12120,30137,2,120
12120,30136,2,120
12120,30093,2,120
12120,30209,2,240
12120,30210,2,240
12120,12266,2,120
12120,12273,2,120
12120,12275,2,120
12129,12130,2,120
12150,12151,2,120
12162,12163,2,120
12169,10258,2,180
12180,12181,2,120
12184,12185,2,120
12188,12189,2,120
12190,12191,2,120
12211,12229,2,120
12211,31043,2,120
12219,12221,2,120
12229,31043,2,120
12231,12232,2,120
12235,30219,2,120
12235,12236,2,120
12236,30219,2,120
12238,12239,2,120
12265,30093,2,120
12265,30210,2,240
12265,30209,2,240
12265,30070,2,120
12265,30136,2,120
12265,12266,2,120
12265,12273,2,120
12265,12275,2,120
12265,12272,2,120
12265,30137,2,120
12266,30136,2,120
12266,30093,2,120
12266,30210,2,240
12266,30209,2,240
12266,12275,2,120
12266,12273,2,120
12266,30070,2,120
12266,12272,2,120
12266,30137,2,120
12272,12273,2,120
12272,30209,2,240
12272,30093,2,120
12272,30070,2,120
12272,30137,2,120
12272,30210,2,240
12272,12275,2,120
12272,30136,2,120
12273,30093,2,120
12273,30210,2,240
12273,30209,2,240
12273,30136,2,120
12273,30137,2,120
12273,30070,2,120
12273,12275,2,120
12275,30070,2,120
12275,30210,2,240
12275,30136,2,120
12275,30137,2,120
12275,30209,2,240
12275,30093,2,120
12289,30103,2,180
12289,30201,2,180
12289,30202,2,180
12289,30510,2,120
12289,30511,2,120
12289,10429,2,360
12289,10920,2,360
12314,32142,2,180
12314,32143,2,180
12314,46028,2,180
12314,46029,2,180
30001,30027,2,120
30001,31688,2,120
30005,30202,2,180
30005,30201,2,180
30005,10429,2,360
30005,10920,2,360
30005,30008,2,120
30005,12289,2,180
30005,30510,2,180
30005,30511,2,180
30005,30103,2,180
30008,30201,2,180
30008,30202,2,180
30008,10920,2,360
30008,12289,2,180
30008,30510,2,180
30008,30511,2,180
30008,30103,2,180
30008,10429,2,360
30016,30017,2,120
30018,30019,2,120
30025,30214,2,180
30027,31688,2,120
30033,30034,2,120
30044,30045,2,120
30048,30049,2,120
30070,30136,2,120
30070,30209,2,240
30070,30210,2,240
30070,30093,2,120
30070,30137,2,120
30083,32144,2,120
30083,32145,2,120
30093,30209,2,240
30093,30137,2,120
30093,30136,2,120
30093,30210,2,240
30101,30459,2,120
30103,30201,2,60
30103,30202,2,60
30133,30197,2,60
30133,30198,2,60
30136,30209,2,240
30136,30137,2,120
30136,30210,2,240
30137,30210,2,240
30137,30209,2,240
30157,30158,2,120
30173,46052,2,120
30173,46303,2,120
30173,42743,2,120
30173,30156,2,120
30180,46061,2,180
30180,46060,2,180
30183,30184,2,120
30185,30186,2,120
30187,30188,2,120
30189,30190,2,120
30191,30192,2,120
30193,30194,2,120
30197,30198,2,60
30199,32110,2,180
30199,32111,2,180
30199,30200,2,120
30200,32111,2,180
30200,32110,2,180
30201,30202,2,60
30205,30206,2,120
30207,30208,2,120
30209,30210,2,120
30212,30213,2,120
30217,30218,2,120
30226,30227,2,120
30229,30230,2,120
30229,30231,2,120
30230,30231,2,120
30249,30252,2,120
30273,30274,2,120
30366,45869,2,180
30366,45870,2,180
30377,32107,2,180
30377,32106,2,180
30387,30388,2,120
30389,30390,2,120
30406,30407,2,120
30416,30558,2,120
30417,30559,2,120
30418,30560,2,120
30423,30556,2,120
30424,30554,2,120
30430,30578,2,120
30445,30446,2,120
30447,30448,2,120
30449,30450,2,120
30459,33771,2,240
30459,33769,2,240
30459,33767,2,240
30459,33773,2,240
30459,33775,2,240
30459,33777,2,240
30459,33778,2,240
30459,33779,2,240
30459,33780,2,240
30459,33782,2,240
30459,32103,2,120
30459,33770,2,240
30485,30486,2,120
30488,30493,2,120
30504,30505,2,120
30507,30575,2,120
30507,30579,2,120
30507,30206,2,240
30507,30205,2,240
30507,30574,2,120
30510,30201,2,180
30510,30103,2,180
30510,10920,2,360
30510,10429,2,360
30510,30511,2,120
30510,30202,2,180
30511,10920,2,360
30511,10429,2,360
30511,30202,2,180
30511,30201,2,180
30511,30103,2,180
30514,43356,2,240
30514,1046,2,240
30519,30520,2,120
30528,30529,2,120
30532,30533,2,120
30547,31403,2,120
30551,32124,2,60
30551,32125,2,60
30552,30553,2,120
30572,30573,2,120
30574,30205,2,240
30574,30575,2,120
30574,30579,2,120
30574,30206,2,240
30575,30579,2,120
30575,30205,2,240
30575,30206,2,240
30579,30206,2,240
30579,30205,2,240
30822,30823,2,120
31045,31046,2,120
31047,31048,2,120
31049,31686,2,120
31283,31302,2,120
31284,31303,2,120
31349,31353,2,120
31402,32151,2,240
31402,32152,2,240
31402,32153,2,240
31402,32150,2,240
31502,31503,2,120
31504,2470,2,240
31504,2471,2,240
31583,31584,2,120
31622,31623,2,120
31862,31863,2,120
31864,32130,2,60
31864,32131,2,60
31904,31905,2,120
31983,31982,2,120
32063,32062,2,120
32102,33779,2,240
32102,33778,2,240
32102,33777,2,240
32102,33775,2,240
32102,33773,2,240
32102,33771,2,240
32102,33770,2,240
32102,33769,2,240
32102,30459,2,120
32102,30101,2,180
32102,32103,2,60
32102,33767,2,240
32102,33782,2,240
32102,33780,2,240
32103,41737,2,180
32103,33771,2,180
32103,33782,2,180
32103,33780,2,180
32103,33779,2,180
32103,33778,2,180
32103,33777,2,180
32103,33775,2,180
32103,33773,2,180
32103,33770,2,180
32103,33769,2,180
32103,33767,2,180
32105,32104,2,120
32107,32106,2,120
32109,32108,2,120
32111,32110,2,120
32113,32112,2,120
32115,32114,2,120
32116,46027,2,180
32116,32002,2,120
32116,46026,2,180
32117,46027,2,180
32117,32002,2,120
32117,32116,2,120
32117,46026,2,180
32119,32118,2,120
32120,30364,2,360
32120,2213,2,360
32120,35659,2,180
32120,46025,2,180
32120,46024,2,180
32121,30364,2,360
32121,2213,2,360
32121,32120,2,60
32121,35659,2,180
32121,46024,2,180
32121,46025,2,180
32122,35659,2,180
32123,32122,2,120
32123,35659,2,180
32125,32124,2,120
32126,42740,2,180
32126,46055,2,180
32126,30472,2,300
32126,434,2,300
32126,11810,2,300
32126,435,2,300
32127,42740,2,180
32127,46055,2,180
32127,32126,2,120
32127,30472,2,300
32127,434,2,300
32127,11810,2,300
32127,435,2,300
32128,44018,2,180
32128,42558,2,180
32128,2993,2,180
32128,2992,2,180
32128,42557,2,180
32129,44018,2,180
32129,42558,2,180
32129,32128,2,120
32129,2992,2,180
32129,2993,2,180
32129,42557,2,180
32131,32130,2,120
32133,32132,2,120
32135,32134,2,120
32136,42678,2,180
32136,10121,2,180
32136,42677,2,180
32137,42678,2,180
32137,10121,2,180
32137,42677,2,180
32141,32140,2,120
32142,46028,2,180
32142,46029,2,180
32143,46029,2,180
32143,32142,2,120
32143,46028,2,180
32144,1489,2,240
32144,1490,2,240
32145,1490,2,240
32145,32144,2,120
32145,1489,2,240
32147,32146,2,120
32148,39455,2,180
32148,39454,2,180
32149,32148,2,120
32149,39454,2,180
32149,39455,2,180
32151,32150,2,120
32153,32152,2,120
32155,32154,2,120
32156,30189,2,180
32156,30190,2,180
32157,30190,2,240
32157,30189,2,240
32159,32158,2,120
32161,32160,2,120
32163,32162,2,120
32165,32164,2,120
32167,32166,2,120
32169,32168,2,120
32171,32170,2,120
32173,32172,2,120
32175,32174,2,120
32203,32202,2,120
32205,32204,2,120
32245,32244,2,120
32263,32107,2,180
32263,30377,2,120
32263,32106,2,180
32288,32287,2,120
32292,32291,2,120
32296,32295,2,120
32299,32168,2,180
32299,32169,2,180
32299,944,2,120
32303,32302,2,120
32342,980,2,120
32342,981,2,120
32343,1268,2,120
32343,1269,2,120
32344,1269,2,120
32344,32343,2,120
32344,1268,2,120
32362,31585,2,120
32364,32363,2,120
32404,12314,2,120
32404,46029,2,180
32404,46028,2,180
32404,32143,2,180
32404,1248,2,120
32404,1253,2,120
32404,1252,2,120
32404,32142,2,180
32444,31403,2,120
32444,30547,2,120
32445,30380,2,120
32482,32143,2,180
32482,32142,2,180
32482,32404,2,120
32482,46029,2,180
32482,1253,2,120
32482,1252,2,120
32482,12314,2,120
32482,46028,2,180
32482,1248,2,120
32502,32120,2,360
32502,32121,2,240
32502,35659,2,360
32502,46025,2,180
32502,46024,2,180
32502,11213,2,180
32502,10320,2,180
32502,11534,2,120
32503,10320,2,180
32503,32502,2,180
32503,11534,2,120
32503,11213,2,180
32503,32120,2,360
32503,32121,2,240
32503,35659,2,360
32503,46025,2,180
32503,46024,2,180
32643,32642,2,120
32647,32646,2,120
32648,1312,2,120
32682,30507,2,120
32682,10252,2,120
32682,10566,2,120
32682,3434,2,120
32682,1061,2,120
32682,1059,2,120
32682,30574,2,120
32682,10332,2,120
32682,10567,2,120
32682,30575,2,120
32682,30579,2,120
32682,30205,2,240
32682,30206,2,240
32682,10292,2,120
32722,200,2,120
32722,199,2,120
32743,10326,2,120
32743,30056,2,120
32744,30056,2,120
32744,10326,2,120
32744,32743,2,120
32782,31402,2,120
32782,32152,2,240
32782,32151,2,240
32782,32150,2,240
32782,32153,2,240
32842,46303,2,60
32842,46052,2,180
32842,42743,2,180
32842,1190,2,180
32842,30173,2,180
32842,30156,2,180
32842,1191,2,300
32842,1189,2,180
32842,1198,2,60
32842,3503,2,180
32842,11529,2,180
32842,1192,2,300
32942,2073,2,120
32942,2074,2,120
32942,31582,2,120
32962,1095,2,120
32962,11014,2,120
32962,1087,2,120
32962,1091,2,120
32962,1089,2,120
32962,1086,2,120
32962,30190,2,240
32962,32156,2,180
32962,32157,2,180
32962,30189,2,240
33004,2039,2,120
33011,1426,2,120
33011,1424,2,120
33044,33043,2,120
33046,33045,2,120
33063,33062,2,120
33124,11355,2,120
33126,33125,2,120
33127,187,2,120
33128,11228,2,120
33203,43028,2,180
33203,43027,2,180
33204,33203,2,120
33204,43028,2,180
33204,43027,2,180
33206,33205,2,120
33208,33207,2,120
33209,3131,2,120
33209,3132,2,120
33210,3131,2,120
33210,33209,2,120
33210,3132,2,120
33211,3336,2,180
33211,2868,2,180
33211,2869,2,180
33212,33211,2,120
33212,2868,2,180
33212,2869,2,180
33212,3336,2,180
33213,34433,2,180
33213,37847,2,180
33213,34434,2,180
33213,34535,2,180
33214,34434,2,180
33214,34535,2,180
33214,37847,2,180
33214,34433,2,180
33214,33213,2,120
33215,34536,2,180
33215,34394,2,180
33216,34536,2,180
33216,34394,2,180
33216,33215,2,120
33218,33217,2,120
33219,34411,2,180
33219,34412,2,180
33221,34412,2,180
33221,34411,2,180
33222,43021,2,180
33222,10084,2,180
33222,43022,2,180
33264,30211,2,180
33264,10387,2,180
33264,10386,2,180
33265,30211,2,180
33265,10387,2,180
33265,10386,2,180
33265,33264,2,120
33285,33284,2,60
33289,33288,2,60
33305,33304,2,60
33429,2306,2,60
33429,2305,2,60
33431,2092,2,60
33431,2093,2,60
33432,2092,2,60
33432,33431,2,60
33432,2093,2,60
33465,2499,2,60
33465,2500,2,60
33468,10298,2,60
33468,3055,2,60
33468,3054,2,60
33469,33468,2,60
33469,3055,2,60
33469,3054,2,60
33469,10298,2,60
33525,2637,2,60
33525,2636,2,60
33545,32110,2,180
33545,32111,2,180
33545,10696,2,60
33545,30200,2,180
33545,30199,2,180
33545,10697,2,60
33565,914,2,60
33685,10429,2,360
33685,10920,2,360
33685,30510,2,180
33685,12289,2,180
33685,166,2,180
33685,11520,2,120
33685,11518,2,120
33685,30005,2,180
33685,10508,2,180
33685,30008,2,180
33685,159,2,360
33685,30202,2,180
33685,30201,2,180
33685,30103,2,180
33685,30511,2,180
33769,33767,2,60
33770,33769,2,60
33770,33767,2,60
33771,33767,2,60
33771,33769,2,60
33771,33770,2,60
33773,33771,2,60
33773,33770,2,60
33773,33769,2,60
33773,33767,2,60
33775,33771,2,60
33775,33767,2,60
33775,33769,2,60
33775,33770,2,60
33775,33773,2,60
33777,33767,2,60
33777,33769,2,60
33777,33770,2,60
33777,33771,2,60
33777,33773,2,60
33777,33775,2,60
33778,33767,2,60
33778,33777,2,60
33778,33775,2,60
33778,33773,2,60
33778,33771,2,60
33778,33770,2,60
33778,33769,2,60
33779,33778,2,60
33779,33777,2,60
33779,33775,2,60
33779,33773,2,60
33779,33770,2,60
33779,33769,2,60
33779,33767,2,60
33779,33771,2,60
33780,33767,2,60
33780,33769,2,60
33780,33770,2,60
33780,33771,2,60
33780,33773,2,60
33780,33775,2,60
33780,33777,2,60
33780,33778,2,60
33780,33779,2,60
33782,33767,2,60
33782,33769,2,60
33782,33770,2,60
33782,33771,2,60
33782,33780,2,60
33782,33775,2,60
33782,33777,2,60
33782,33778,2,60
33782,33779,2,60
33782,33773,2,60
33845,11322,2,120
33845,11323,2,120
33845,30183,2,180
33845,11392,2,120
33845,30184,2,180
33845,11321,2,120
33905,12297,2,60
33945,3325,2,60
33945,3324,2,60
33945,12199,2,180
33947,30184,2,180
33947,30183,2,180
33947,33845,2,120
33947,11322,2,120
33947,11392,2,120
33947,11323,2,120
33947,11321,2,120
33949,443,2,60
33990,33989,2,60
34005,30210,2,240
34005,30070,2,60
34005,12265,2,60
34005,12266,2,60
34005,12273,2,60
34005,12275,2,60
34005,12120,2,60
34005,12045,2,60
34005,1010,2,60
34005,1012,2,60
34005,30093,2,60
34005,30136,2,60
34005,30137,2,60
34005,30209,2,240
34005,12272,2,60
34107,453,2,60
34107,454,2,60
34109,34107,2,60
34109,454,2,60
34109,453,2,60
34111,34110,2,60
34113,34112,2,60
34150,3370,2,60
34151,1270,2,60
34210,2790,2,60
34210,31908,2,60
34212,34211,2,60
34214,34213,2,60
34230,1469,2,60
34230,1470,2,60
34231,34230,2,60
34231,1470,2,60
34231,1469,2,60
34233,34232,2,60
34235,34234,2,60
34238,34237,2,60
34292,34291,2,60
34293,2801,2,60
34294,2801,2,60
34294,34293,2,60
34314,34313,2,60
34350,35659,2,360
34350,32121,2,240
34350,32120,2,360
34350,11738,2,360
34350,32503,2,180
34350,32502,2,180
34350,10320,2,180
34350,11213,2,180
34350,11534,2,60
34350,46024,2,180
34350,46025,2,180
34412,34411,2,60
34416,30448,2,180
34416,11315,2,60
34416,30447,2,180
34417,1817,2,60
34417,1815,2,60
34417,1814,2,60
34434,34433,2,60
34435,33725,2,60
34453,11025,2,60
34455,34454,2,60
34459,34458,2,60
34460,2838,2,60
34495,34494,2,60
34534,34533,2,60
34535,34434,2,60
34535,34433,2,60
34536,34394,2,60
34544,34543,2,60
34554,34392,2,60
34593,34410,2,60
34613,34392,2,60
34613,34554,2,60
34614,34392,2,60
34614,34554,2,60
34614,34613,2,60
34634,34633,2,60
34653,3038,2,60
34653,3037,2,60
34655,34654,2,60
34657,34656,2,60
34675,34674,2,60
34713,12233,2,60
34816,34813,2,60
34834,2934,2,180
34834,2933,2,180
34835,34834,2,60
34835,2933,2,180
34835,2934,2,180
34837,34836,2,60
34874,45378,2,120
34874,43838,2,120
34874,45800,2,120
34874,43839,2,120
34875,45800,2,180
34875,43839,2,180
34875,45378,2,180
34875,43838,2,180
34934,42743,2,120
34934,30156,2,120
34934,32842,2,180
34934,1190,2,120
34934,30173,2,120
34934,1192,2,240
34934,46052,2,120
34934,1189,2,120
34934,1198,2,180
34934,3503,2,240
34934,11529,2,180
34934,46303,2,120
34934,1191,2,240
35054,2991,2,60
35094,2543,2,120
35094,2542,2,120
35094,2541,2,120
35094,2545,2,120
35135,35134,2,60
35257,35256,2,60
35335,35334,2,60
35355,35354,2,60
35356,35355,2,60
35356,35354,2,60
35358,35357,2,60
35360,10245,2,60
35435,35434,2,60
35436,34816,2,60
35436,34813,2,60
35437,35436,2,60
35437,34816,2,60
35437,34813,2,60
35456,35455,2,60
35460,35459,2,60
35476,1765,2,60
35476,1766,2,60
35477,1765,2,60
35477,35476,2,60
35477,1766,2,60
35478,35461,2,60
35585,35584,2,60
35659,30364,2,360
35659,2213,2,360
35659,11738,2,180
35659,46024,2,180
35659,46025,2,180
35660,10130,2,180
35660,11500,2,180
35660,10129,2,180
35660,11501,2,180
35661,35660,2,60
35661,10129,2,180
35661,11500,2,180
35661,11501,2,180
35661,10130,2,180
35662,10125,2,120
35662,10126,2,120
35663,35662,2,60
35663,10126,2,120
35663,10125,2,120
35664,33949,2,180
35664,443,2,180
35665,35664,2,60
35665,33949,2,180
35665,443,2,180
35666,32302,2,120
35666,32303,2,120
35667,32303,2,120
35667,32302,2,120
35667,35666,2,60
35668,37170,2,180
35668,36414,2,180
35668,37169,2,180
35668,37214,2,180
35668,37215,2,180
35668,37216,2,180
35668,37217,2,180
35668,37274,2,180
35668,39996,2,180
35668,36434,2,120
35668,36394,2,120
35669,35668,2,60
35669,37274,2,180
35669,37217,2,180
35669,37216,2,180
35669,37215,2,180
35669,37214,2,180
35669,37169,2,180
35669,37170,2,180
35669,36414,2,180
35669,39996,2,180
35669,36394,2,120
35669,36434,2,120
35670,2743,2,180
35670,10490,2,180
35670,44418,2,180
35670,2742,2,180
35671,10490,2,180
35671,2743,2,180
35671,2742,2,180
35671,44418,2,180
35671,35670,2,60
35672,36095,2,180
35672,36094,2,180
35673,35672,2,60
35673,36094,2,180
35673,36095,2,180
35675,35674,2,60
35676,36115,2,180
35676,36114,2,180
35774,2185,2,60
35774,11921,2,60
35774,2186,2,60
35775,817,2,300
35775,818,2,300
35776,818,2,300
35776,817,2,300
35776,35775,2,60
35795,35794,2,60
35818,35817,2,60
35834,46025,2,180
35834,35659,2,360
35834,32121,2,240
35834,32120,2,360
35834,11738,2,360
35834,34350,2,60
35834,32503,2,60
35834,32502,2,60
35834,10320,2,60
35834,11213,2,60
35834,11534,2,60
35834,46024,2,180
35954,2206,2,180
35954,11534,2,180
35955,2189,2,60
35955,2187,2,60
35956,2189,2,60
35956,2187,2,60
35956,35955,2,60
35957,11921,2,60
35957,35774,2,60
35957,2186,2,60
35957,2185,2,60
35958,11921,2,60
35958,2186,2,60
35958,35774,2,60
35958,35957,2,60
35958,2185,2,60
35975,35974,2,60
35977,35976,2,60
35979,35978,2,60
35981,35980,2,60
35983,35982,2,60
35995,35994,2,60
35997,35996,2,60
35999,35998,2,60
36001,36000,2,60
36056,36055,2,60
36095,36094,2,60
36115,36114,2,60
36151,36150,2,60
