from_stop_id,to_stop_id,transfer_type,min_transfer_time
1059,30206,2,240
1059,30205,2,240
1061,3434,2,120
1061,10292,2,120
1061,10332,2,120
1061,10567,2,120
1061,30575,2,120
1061,30574,2,120
1061,30507,2,120
1061,10252,2,120
1061,10566,2,120
1061,30579,2,120
1061,30206,2,240
1061,30205,2,240
1062,1063,2,120
1064,1065,2,120
1064,3316,2,120
1064,3317,2,120
1065,3317,2,120
1065,3316,2,120
1066,1067,2,120
1068,1069,2,120
1070,1072,2,120
1070,1071,2,120
1071,1072,2,120
1076,1077,2,120
1084,1085,2,120
1086,30189,2,240
1086,11014,2,120
1086,30190,2,240
1086,1091,2,120
1086,1089,2,120
1086,1095,2,120
1086,32157,2,180
1086,32156,2,180
1087,32157,2,180
1087,30190,2,240
1087,30189,2,240
1087,32156,2,180
1089,32157,2,180
1089,30189,2,240
1089,32156,2,180
1089,1095,2,120
1089,30190,2,240
1089,11014,2,120
1089,1091,2,120
1091,32157,2,180
1091,30190,2,240
1091,1095,2,120
1091,11014,2,120
1091,30189,2,240
1091,32156,2,180
1095,32157,2,180
1095,32156,2,180
1095,11014,2,120
1095,30189,2,240
1095,30190,2,240
1098,1099,2,120
1100,1101,2,120
1102,1103,2,120
1102,30398,2,120
1103,30398,2,120
1105,1106,2,120
1105,11920,2,120
1106,11920,2,120
1112,1113,2,120
1114,1115,2,120
1120,1121,2,120
1120,1122,2,120
1120,32114,2,120
1120,32115,2,120
1120,46027,2,180
1120,46026,2,180
1121,46026,2,180
1121,32115,2,120
1121,1122,2,120
1121,46027,2,180
1121,32114,2,120
1122,46027,2,180
1122,46026,2,180
1122,32114,2,120
1122,32115,2,120
1125,1126,2,120
1131,1132,2,120
1133,1134,2,120
1137,1138,2,120
1141,1142,2,120
1153,1154,2,120
1155,1156,2,120
1157,1158,2,120
1159,1160,2,120
1161,1162,2,120
1178,1179,2,120
1180,31904,2,120
1180,31905,2,120
1189,1191,2,240
1189,42743,2,120
1189,1198,2,180
1189,3503,2,180
1189,11529,2,180
1189,30156,2,120
1189,46052,2,120
1189,46303,2,120
1189,1192,2,240
1189,30173,2,120
1189,1190,2,120
1190,1198,2,180
1190,3503,2,180
1190,11529,2,180
1190,30173,2,120
1190,1192,2,240
1190,46303,2,120
1190,46052,2,120
1190,42743,2,120
1190,30156,2,120
1190,1191,2,240
1191,30173,2,240
1191,11529,2,180
1191,3503,2,300
1191,1198,2,300
1191,46303,2,300
1191,42743,2,240
1191,46052,2,240
1191,1192,2,180
1191,30156,2,240
1192,30173,2,240
1192,11529,2,180
1192,3503,2,300
1192,1198,2,300
1192,30156,2,240
1192,42743,2,240
1192,46303,2,300
1192,46052,2,240
1198,46303,2,60
1198,46052,2,180
1198,42743,2,180
1198,30156,2,180
1198,3503,2,180
1198,11529,2,180
1198,30173,2,180
1206,2886,2,240
1206,2885,2,240
1206,12005,2,240
1206,30566,2,240
1206,1207,2,120
1207,12005,2,240
1207,2885,2,240
1207,2886,2,240
1207,30566,2,240
1208,1209,2,120
1210,1211,2,120
1212,1213,2,120
1218,1219,2,120
1221,11972,2,120
1223,1224,2,120
1235,1236,2,120
1237,1238,2,120
1248,32143,2,180
1248,32142,2,180
1248,1253,2,120
1248,46028,2,180
1248,1252,2,120
1248,46029,2,180
1248,12314,2,120
1252,12314,2,120
1252,32143,2,180
1252,32142,2,180
1252,1253,2,120
1252,46028,2,180
1252,46029,2,180
1253,46028,2,180
1253,46029,2,180
1253,12314,2,120
1253,32142,2,180
1253,32143,2,180
1264,1265,2,120
1266,10861,2,120
1268,1269,2,120
1273,1274,2,120
1275,1276,2,120
1283,1284,2,120
1289,1290,2,120
1293,1294,2,120
1293,11268,2,120
1294,11268,2,120
1295,1296,2,120
1298,11415,2,120
1303,1304,2,120
1305,1306,2,120
1314,1315,2,120
1316,1317,2,120
1320,1321,2,120
1327,1328,2,120
1331,1332,2,120
1333,1334,2,120
1338,1339,2,120
1343,1344,2,120
1349,1350,2,120
1353,1354,2,120
1357,1358,2,120
1361,1362,2,120
1363,1364,2,120
1374,1375,2,120
1374,1376,2,120
1375,1376,2,120
1377,1379,2,120
1382,1383,2,120
1384,1385,2,120
1386,1387,2,120
1388,1389,2,120
1393,30166,2,120
1394,1395,2,120
1396,1397,2,120
1401,1402,2,120
1403,1404,2,120
1405,1406,2,120
1412,1413,2,120
1414,1415,2,120
1416,1417,2,120
1416,1419,2,120
1416,1418,2,120
1417,1418,2,120
1417,1419,2,120
1418,1419,2,120
1420,1421,2,120
1424,1426,2,120
1429,1430,2,120
1431,1432,2,120
1433,1434,2,120
1435,1436,2,120
1439,1440,2,120
1441,1442,2,120
1443,1444,2,120
1445,1446,2,120
1447,1448,2,120
1449,1450,2,120
1455,1456,2,120
1459,1460,2,120
1461,1462,2,120
1463,1464,2,120
1465,1466,2,120
1469,1470,2,120
1471,1472,2,120
1473,1474,2,120
1475,1476,2,120
1477,1478,2,120
1479,1480,2,120
1489,1490,2,120
1493,1494,2,120
1493,11330,2,120
1494,11330,2,120
1495,1496,2,120
1504,46061,2,180
1504,46060,2,180
1504,1515,2,120
1504,1513,2,120
1504,1512,2,120
1504,1511,2,120
1504,1509,2,120
1504,1508,2,120
1504,1507,2,120
1504,1506,2,120
1504,30180,2,120
1504,1510,2,120
1504,1505,2,120
1504,1514,2,120
1505,46061,2,180
1505,46060,2,180
1505,1513,2,120
1505,1512,2,120
1505,1511,2,120
1505,1509,2,120
1505,1508,2,120
1505,1507,2,120
1505,1506,2,120
1505,30180,2,120
1505,1510,2,120
1505,1514,2,120
1505,1515,2,120
1506,46061,2,180
1506,46060,2,180
1506,1515,2,120
1506,1513,2,120
1506,1512,2,120
1506,1511,2,120
1506,1509,2,120
1506,1508,2,120
1506,1507,2,120
1506,30180,2,120
1506,1510,2,120
1506,1514,2,120
1507,46061,2,180
1507,46060,2,180
1507,1515,2,120
1507,1513,2,120
1507,1512,2,120
1507,1511,2,120
1507,1509,2,120
1507,1508,2,120
1507,30180,2,120
1507,1510,2,120
1507,1514,2,120
1508,46061,2,180
1508,46060,2,180
1508,1515,2,120
1508,1513,2,120
1508,1512,2,120
1508,1511,2,120
1508,1509,2,120
1508,30180,2,120
1508,1510,2,120
1508,1514,2,120
1509,46061,2,180
1509,46060,2,180
1509,1515,2,120
1509,1513,2,120
1509,1512,2,120
1509,1511,2,120
1509,30180,2,120
1509,1510,2,120
1509,1514,2,120
1510,1511,2,120
1510,30180,2,120
1510,1514,2,120
1510,1515,2,120
1510,46061,2,180
1510,46060,2,180
1510,1513,2,120
1510,1512,2,120
1511,46061,2,180
1511,46060,2,180
1511,1513,2,120
1511,1512,2,120
1511,30180,2,120
1511,1514,2,120
1511,1515,2,120
1512,46061,2,180
1512,46060,2,180
1512,1513,2,120
1512,30180,2,120
1512,1514,2,120
1512,1515,2,120
1513,46061,2,180
1513,46060,2,180
1513,30180,2,120
1513,1514,2,120
1513,1515,2,120
1514,46061,2,180
1514,46060,2,180
1514,30180,2,120
1514,1515,2,120
1515,46061,2,180
1515,46060,2,180
1515,30180,2,120
1518,1519,2,120
1520,1521,2,120
1522,1523,2,120
1524,1525,2,120
1527,1528,2,120
1531,1532,2,120
1533,1534,2,120
1535,10907,2,120
1542,1543,2,120
1544,1545,2,120
1546,1547,2,120
1548,1549,2,120
1550,1551,2,120
1550,11840,2,120
1550,11841,2,120
1551,11840,2,120
1551,11841,2,120
1554,1555,2,120
1559,1560,2,120
1561,1562,2,120
1564,1565,2,120
1566,1567,2,120
1572,1573,2,120
1574,1575,2,120
1576,1577,2,120
1580,1581,2,120
1590,1591,2,120
1594,31602,2,120
1595,1596,2,120
1602,1603,2,120
1604,1605,2,120
1608,1609,2,120
1610,1611,2,120
1612,1613,2,120
1614,1615,2,120
1616,1617,2,120
1618,1619,2,120
1622,31049,2,120
1622,1623,2,120
1622,31686,2,120
1623,31049,2,120
1623,31686,2,120
1624,1625,2,120
1630,1631,2,120
1632,1633,2,120
1634,1635,2,120
1636,1637,2,120
1638,1639,2,120
1640,1641,2,120
1642,1643,2,120
1646,1647,2,120
1650,1651,2,120
1654,1655,2,120
1656,1657,2,120
1658,1659,2,120
1660,1661,2,120
1663,1664,2,120
1667,1668,2,120
1671,1672,2,120
1673,1675,2,120
1673,1674,2,120
1674,1675,2,120
1676,1677,2,120
1679,1680,2,120
1685,1686,2,120
1688,1689,2,120
1690,1691,2,120
1692,1693,2,120
1694,1695,2,120
1696,1697,2,120
1701,1702,2,120
1703,1704,2,120
1713,30217,2,120
1713,30218,2,120
1715,1716,2,120
1720,1721,2,120
1722,1723,2,120
1726,1727,2,120
1728,1729,2,120
1730,1731,2,120
1734,1735,2,120
1736,1737,2,120
1738,1739,2,120
1740,1741,2,120
1742,1743,2,120
1744,1745,2,120
1746,1747,2,120
1749,1750,2,120
1755,1756,2,120
1759,1760,2,120
1761,1762,2,120
1763,1764,2,120
1765,1766,2,120
1768,1769,2,120
1770,1771,2,120
1777,1778,2,120
1781,12124,2,120
1781,1782,2,120
1782,12124,2,120
1784,1785,2,120
1786,1787,2,120
1794,1795,2,120
1798,1799,2,120
1802,1803,2,120
1804,1805,2,120
1814,1815,2,120
1814,1817,2,120
1815,1817,2,120
1820,1821,2,120
1822,1823,2,120
1825,1826,2,120
1834,1835,2,120
1842,1843,2,120
1845,1846,2,120
1862,1863,2,120
1864,1865,2,120
1866,1867,2,120
1873,1874,2,120
1875,1876,2,120
1877,1878,2,120
1882,11215,2,120
1882,10331,2,120
1885,1886,2,120
1887,11199,2,120
1889,1892,2,120
1889,11505,2,120
1889,45862,2,180
1889,45861,2,180
1892,11505,2,120
1892,45862,2,180
1892,45861,2,180
1895,1896,2,120
1899,1900,2,120
1901,1902,2,120
1905,1906,2,120
1907,1908,2,120
1917,1918,2,120
1921,1922,2,120
1923,1924,2,120
1936,10300,2,120
1936,1938,2,120
1936,1937,2,120
1937,10300,2,120
1937,1938,2,120
1938,10300,2,120
1939,1940,2,120
1939,32171,2,60
1939,32170,2,60
1940,32171,2,60
1940,32170,2,60
1941,1942,2,120
1950,1951,2,120
1952,10309,2,120
1952,1953,2,120
1952,10308,2,120
1953,10309,2,120
1953,10308,2,120
1954,1955,2,120
1954,46158,2,120
1954,46157,2,120
1955,46157,2,120
1955,46158,2,120
1956,1957,2,120
1958,1959,2,120
1968,10594,2,120
1970,35674,2,120
1970,1971,2,120
1970,35675,2,120
1971,35675,2,120
1971,35674,2,120
1974,1975,2,120
1976,1977,2,120
1986,1987,2,120
1986,10041,2,120
1986,10040,2,120
1987,10041,2,120
1987,10040,2,120
1988,1989,2,120
2005,10089,2,120
2008,12287,2,120
2008,2009,2,120
2008,11740,2,120
2009,11740,2,120
2009,12287,2,120
2010,2011,2,120
2018,2019,2,120
2020,2021,2,120
2023,2024,2,120
2025,2026,2,120
2027,2028,2,120
2036,2037,2,120
2041,2042,2,120
2047,2048,2,120
2049,2050,2,120
2051,2052,2,120
2053,2054,2,120
2055,2056,2,120
2057,2058,2,120
2061,2062,2,120
2063,2064,2,120
2065,2066,2,120
2071,2072,2,120
2073,31582,2,120
2073,2074,2,120
2074,31582,2,120
2077,2078,2,120
2079,2080,2,120
2081,2082,2,120
2083,2084,2,120
2085,2086,2,120
2087,32159,2,60
2087,32158,2,60
2087,2088,2,120
2088,32159,2,60
2088,32158,2,60
2090,2091,2,120
2092,2093,2,120
2096,2097,2,120
2098,2099,2,120
2100,2101,2,120
2102,2103,2,120
2104,2105,2,120
2109,2110,2,120
2111,31883,2,120
2113,2114,2,120
2118,35584,2,240
2118,10966,2,120
2118,11226,2,120
2118,3364,2,120
2118,35585,2,240
2129,2130,2,120
2140,2141,2,120
2142,2143,2,120
2146,3380,2,120
2147,2148,2,120
2149,2150,2,120
2156,2157,2,120
2156,12105,2,120
2157,12105,2,120
2166,2167,2,120
2168,2169,2,120
2170,2171,2,120
2185,11921,2,180
2185,2186,2,180
2186,11921,2,180
2187,2189,2,180
2190,2191,2,120
2195,2196,2,120
2195,31623,2,120
2195,31622,2,120
2196,31623,2,120
2196,31622,2,120
2213,30364,2,120
2232,2233,2,120
2235,2236,2,120
2237,2238,2,240
2252,2253,2,120
2255,2256,2,120
2257,2258,2,120
2259,2260,2,120
2294,10171,2,120
2297,2298,2,120
2305,2306,2,120
2307,2308,2,120
2314,2315,2,120
2316,2317,2,120
2318,2319,2,120
2322,2323,2,120
2327,2328,2,120
2329,2330,2,120
2333,2334,2,120
2335,2336,2,120
2344,2345,2,120
2344,10565,2,120
2345,10565,2,120
2358,2359,2,120
2364,30225,2,120
2364,11544,2,120
2364,11058,2,120
2364,2369,2,120
2364,2367,2,120
2367,2369,2,120
2367,11544,2,120
2367,30225,2,120
2367,11058,2,120
2369,11058,2,120
2369,30225,2,120
2369,11544,2,120
2378,2379,2,120
2384,2385,2,120
2384,2388,2,120
2385,2388,2,120
2396,2397,2,120
2403,2404,2,120
2406,2407,2,120
2408,2409,2,120
2410,31503,2,120
2410,31502,2,120
2410,2411,2,120
2411,31503,2,120
2411,31502,2,120
2421,2422,2,120
2425,2426,2,120
2427,12126,2,120
2430,2431,2,120
2437,2438,2,120
2445,2446,2,120
2447,2448,2,120
2470,2471,2,120
2477,2478,2,120
2477,34087,2,240
2478,34087,2,240
2479,2480,2,120
2482,2483,2,120
2486,30041,2,120
2487,2488,2,120
2487,2490,2,120
2487,2491,2,120
2488,2490,2,120
2488,2491,2,120
2490,2491,2,120
2492,2493,2,120
2494,10889,2,120
2494,2495,2,120
2494,2496,2,120
2495,10889,2,120
2495,2496,2,120
2496,10889,2,120
2499,2500,2,120
2506,10854,2,300
2506,10855,2,300
2506,2507,2,120
2507,10854,2,300
2507,10855,2,300
2512,2515,2,180
2512,2514,2,180
2512,2513,2,180
2512,10520,2,180
2513,10520,2,120
2513,2515,2,120
2513,2514,2,120
2514,10520,2,120
2514,2515,2,120
2515,10520,2,120
2519,2520,2,120
2519,2526,2,180
2519,2521,2,120
2520,2521,2,120
2520,2526,2,180
2521,2526,2,180
2531,2537,2,120
2531,12268,2,120
2537,12268,2,120
2541,2542,2,120
2541,2543,2,120
2541,2545,2,120
2542,2543,2,120
2542,2545,2,120
2543,2545,2,120
2547,2548,2,120
2549,10888,2,120
2572,2573,2,120
2579,2580,2,120
2583,2584,2,120
2594,2595,2,120
2599,2600,2,120
2603,2604,2,120
2607,2608,2,120
2609,2610,2,120
2613,2614,2,120
2613,30257,2,120
2614,30257,2,120
2615,2616,2,120
2617,2618,2,120
2619,2620,2,120
2636,2637,2,180
2638,2639,2,120
2640,2643,2,120
2646,2647,2,120
2649,2650,2,120
2652,2653,2,120
2659,2660,2,120
2663,2664,2,120
2668,2669,2,120
2682,2683,2,120
2685,2602,2,300
2689,2690,2,120
2694,2695,2,120
2700,2701,2,180
2700,2702,2,180
2700,30198,2,240
2700,30197,2,240
2700,30133,2,240
2700,10068,2,180
2701,30133,2,240
2701,30198,2,240
2701,30197,2,240
2701,10068,2,180
2701,2702,2,180
2702,30197,2,240
2702,30198,2,240
2702,10068,2,180
2702,30133,2,240
2705,2707,2,120
2705,2708,2,120
2707,2708,2,120
2709,2710,2,120
2711,10478,2,120
2711,10802,2,120
2711,2712,2,120
2712,10802,2,120
2712,10478,2,120
2715,10515,2,120
2719,2720,2,120
2719,2721,2,120
2720,2721,2,120
2724,2725,2,120
2726,2727,2,120
2728,2729,2,120
2732,2733,2,120
2742,2743,2,120
2744,2745,2,120
2753,3343,2,120
2753,2754,2,120
2753,3342,2,120
2754,3342,2,120
2754,3343,2,120
2756,12139,2,120
2759,2760,2,120
2767,10898,2,120
2767,3398,2,120
2767,2768,2,120
2768,10898,2,120
2768,3398,2,120
2771,2772,2,120
2775,2776,2,120
2777,2778,2,120
2782,2783,2,120
2782,2785,2,120
2783,2785,2,120
2786,2787,2,120
2790,31908,2,120
2794,2795,2,120
2796,12109,2,120
2802,2803,2,120
2806,2807,2,120
2808,2666,2,240
2812,2813,2,120
2826,30025,2,120
2826,30214,2,180
2826,2828,2,120
2826,2827,2,120
2827,30025,2,120
2827,2828,2,120
2827,30214,2,180
2828,30025,2,120
2828,30214,2,180
2835,2836,2,120
2842,3305,2,180
2842,30000,2,180
2853,2854,2,120
2868,3336,2,120
2868,2869,2,120
2869,3336,2,120
2878,2879,2,120
2880,2881,2,120
2882,2883,2,120
2885,2886,2,120
2890,2891,2,120
2896,2897,2,120
2898,2899,2,120
2902,2903,2,120
2906,2907,2,120
2916,2917,2,120
2918,2919,2,120
2921,2922,2,120
2921,2923,2,120
2921,2924,2,120
2922,2924,2,120
2922,2923,2,120
2923,2924,2,120
2927,2928,2,120
2933,2934,2,120
2935,11305,2,120
2937,2939,2,120
2940,2941,2,120
2947,2948,2,120
2949,2950,2,120
2951,2952,2,120
2953,2954,2,120
2955,2956,2,120
2958,2959,2,120
2960,2961,2,120
2975,2978,2,120
2982,35659,2,300
2982,32123,2,120
2982,32122,2,120
2983,2984,2,120
2985,10547,2,120
2987,2988,2,120
2989,2990,2,120
2992,32130,2,240
2992,2993,2,120
2992,32131,2,240
2993,32131,2,240
2993,32130,2,240
2994,2995,2,120
2997,2998,2,120
3003,30541,2,120
3003,3005,2,120
3003,3004,2,120
3004,3005,2,120
3004,30541,2,120
3005,30541,2,120
3011,30514,2,120
3011,1046,2,240
3011,43356,2,240
3014,10569,2,120
3015,3016,2,120
3017,3018,2,120
3023,3024,2,120
3023,3025,2,120
3024,3025,2,120
3026,3027,2,120
3028,31044,2,120
3031,3032,2,120
3034,30208,2,300
3034,3035,2,120
3034,30207,2,300
3034,10607,2,120
3035,30207,2,300
3035,10607,2,120
3035,30208,2,300
3037,3038,2,120
3040,30164,2,120
3041,3042,2,120
3046,3047,2,120
3054,10298,2,120
3054,3055,2,120
3055,10298,2,120
3057,3058,2,120
3060,30545,2,120
3077,3078,2,120
3080,3081,2,120
3084,3085,2,120
3087,3088,2,180
3091,3092,2,120
3100,3101,2,120
3103,3104,2,120
3117,3118,2,120
3119,3120,2,120
3122,3123,2,120
3124,3125,2,120
3128,32147,2,60
3128,32146,2,60
3131,3132,2,120
3133,30487,2,120
3134,3135,2,120
3136,3137,2,120
3136,30488,2,120
3136,30493,2,120
3137,30488,2,120
3137,30493,2,120
3144,3145,2,120
3148,3149,2,120
3151,30552,2,120
3151,30553,2,120
3156,32145,2,120
3156,30083,2,120
3156,32144,2,120
3173,3174,2,120
3173,30533,2,120
3173,30532,2,120
3174,30532,2,120
3174,30533,2,120
3175,3176,2,120
3177,3178,2,120
3205,3206,2,120
3207,3208,2,120
3252,3253,2,120
3254,3255,2,120
3258,3259,2,120
3286,3287,2,120
3288,3289,2,120
3297,32112,2,120
3297,32113,2,120
3298,3299,2,120
3300,3301,2,120
3305,30000,2,120
3316,3317,2,120
3321,3322,2,120
3324,12199,2,180
3324,3325,2,120
3325,12199,2,180
3326,3327,2,120
3342,3343,2,120
3346,10585,2,120
3364,10966,2,120
3364,35585,2,240
3364,35584,2,240
3364,11226,2,120
3378,30159,2,240
3381,3382,2,120
3388,3389,2,120
3398,10898,2,120
3399,3400,2,120
3401,3402,2,120
3411,3412,2,120
3413,3414,2,120
3426,3427,2,120
3434,10252,2,120
3434,30507,2,120
3434,10566,2,120
3434,30579,2,120
3434,30206,2,240
3434,10567,2,120
3434,30205,2,240
3434,10332,2,120
3434,10292,2,120
3434,30574,2,120
3434,30575,2,120
3440,3441,2,120
3442,3443,2,120
3475,3476,2,120
3477,3478,2,120
3484,3485,2,120
3486,3487,2,120
3493,3508,2,120
3493,10082,2,120
3493,10081,2,120
3497,3498,2,120
3499,3500,2,120
3503,46303,2,120
3503,46052,2,240
3503,42743,2,240
3503,30156,2,240
3503,11529,2,180
3503,30173,2,240
3508,10082,2,120
3508,10081,2,120
3514,3515,2,120
3516,3517,2,120
3516,2328,2,180
3516,2327,2,180
3517,2328,2,180
3517,2327,2,180
10006,10007,2,120
10012,10013,2,120
10017,10018,2,120
10025,10026,2,120
10028,10029,2,120
10032,10033,2,120
10034,10035,2,120
10036,10037,2,120
10038,10039,2,120
10040,10041,2,120
10045,10046,2,120
10047,10048,2,120
10051,10052,2,120
10068,30133,2,240
10068,30197,2,240
10068,30198,2,240
10075,10076,2,120
10081,10082,2,120
10084,32583,2,300
10084,32582,2,300
10119,10302,2,120
10125,10126,2,120
10129,11500,2,120
10129,10130,2,120
10129,11501,2,120
10130,11501,2,120
10130,11500,2,120
10139,10140,2,120
10145,10146,2,120
10147,32167,2,60
