route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color
ZI1Aa1,1,"ZI1","Gare de Venissieux --> St Priest Gare",REG - LZI - NOR - UTA,3,00FFFF
ZI1Ar4,1,"ZI1","St Priest Gare --> Gare de Venissieux.",REG - LZI - NOR - UTA,3,00FFFF
ZI1Ar2,1,"ZI1","St Priest Gare --> Gare de Venissieux.",REG - LZI - NOR - UTA,3,00FFFF
ZI2Aa1,1,"ZI2","Meyzieu Z.i. --> Z.I. Nord",REG - LZI - ZI - UTS,3,00FFFF
ZI2Ar2,1,"ZI2","Z.I. Nord --> Meyzieu Z.i.",REG - LZI - ZI - UTS,3,00FFFF
ZI2Aa3,1,"ZI2","Meyzieu Z.i. --> Z.I. Sud",REG - LZI - ZI - UTS,3,00FFFF
ZI2Ar4,1,"ZI2","Z.I. Sud --> Meyzieu Z.i.",REG - LZI - ZI - UTS,3,00FFFF
ZI3Ar6,1,"ZI3","Cite Tase --> Vaulx-en-Velin La Soie",REG - LZI - ZI - UTS,3,00FFFF
ZI3Aa3,1,"ZI3","Vaulx-en-Velin La Soie --> Z.I. Roosevelt",REG - LZI - ZI - UTS,3,00FFFF
ZI3Ar4,1,"ZI3","Z.I. Roosevelt --> Vaulx-en-Velin La Soie",REG - LZI - ZI - UTS,3,00FFFF
ZI3Aa1,1,"ZI3","Vaulx-en-Velin La Soie --> Z.I. Vaulx-en-Velin Est",REG - LZI - ZI - UTS,3,00FFFF
ZI3Ar2,1,"ZI3","Z.I. Vaulx-en-Velin Est --> Vaulx-en-Velin La Soie",REG - LZI - ZI - UTS,3,00FFFF
ZI3Aa5,1,"ZI3","Vaulx-en-Velin La Soie --> Cite Tase",REG - LZI - ZI - UTS,3,00FFFF
ZI4Aa1,1,"ZI4","Vaulx-en-Velin La Soie --> Caluire Chemin Petit",REG - LZI - ZI - UTS,3,00FFFF
ZI4Ar2,1,"ZI4","Caluire Chemin Petit --> Vaulx-en-Velin La Soie",REG - LZI - ZI - UTS,3,00FFFF
ZI5Ba1,1,"ZI5","Vaulx-en-Velin La Soie --> Rond-Point d'Italie",REG - LZI - NOR - UTS,3,00FFFF
ZI5Br2,1,"ZI5","Rond-Point d'Italie --> Vaulx-en-Velin La Soie",REG - LZI - NOR - UTS,3,00FFFF
ZI7Aa1,1,"ZI7","Vaulx-en-Velin La Soie --> Bron Droits de l'Homme",REG - LZI - NOR - UTS,3,00FFFF
ZI7Ar2,1,"ZI7","Bron Droits de l'Homme --> Vaulx-en-Velin La Soie",REG - LZI - NOR - UTS,3,00FFFF
ZI8Ar4,1,"ZI8","Parc des Lumieres --> St-Priest Jules Ferry",REG - LZI - ZI - UTA,3,00FFFF
ZI8Aa3,1,"ZI8","St-Priest Jules Ferry --> Parc des Lumieres 1",REG - LZI - ZI - UTA,3,00FFFF
ZI8Ar2,1,"ZI8","Parc des Lumieres 1 --> St-Priest Jules Ferry",REG - LZI - ZI - UTA,3,00FFFF
ZI8Aa1,1,"ZI8","St-Priest Jules Ferry --> Parc des Lumieres.",REG - LZI - ZI - UTA,3,00FFFF
ZI8Ar6,1,"ZI8","La Fouillouse Acacias --> Esplanade des Arts",REG - LZI - ZI - UTA,3,00FFFF
ZI8Aa5,1,"ZI8","Esplanade des Arts --> La Fouillouse Acacias",REG - LZI - ZI - UTA,3,00FFFF
GE2Ar4,1,"GE2","Solaize CRES --> Feyzin Gare",REG - GEX - ZI - UTA,3,00FFFF
GE2Aa1,1,"GE2","Feyzin Gare --> Solaize CRES",REG - GEX - ZI - UTA,3,00FFFF
GE4Aa1,1,"GE4","La Tour de Salvagny Gare --> Techlid Le Tronchon",TAD - GEX - ZI - UTV,3,00FFFF
GE4Ar2,1,"GE4","Techlid Le Tronchon --> La Tour de Salvagny Gare",TAD - GEX - ZI - UTV,3,00FFFF
GE6Aa1,1,"GE6","Charbonnieres Gare --> Charbonnieres Gare",REG - GEX - ZI - UTV,3,00FFFF
R2Aa1,1,"R2","Chantemerle --> Neuville",TAD - RES - NOR - UTV,3,00FFFF
R2Ar2,1,"R2","Neuville --> Chantemerle",TAD - RES - NOR - UTV,3,00FFFF
R3Aa3,1,"R3","Givors Hotel de Ville --> La Rama",TAD - RES - NOR - UTG,3,00FFFF
R3Ar4,1,"R3","La Rama --> Givors Hotel de Ville",TAD - RES - NOR - UTG,3,00FFFF
R3Ar2,1,"R3","Cimetiere de Givors --> Givors Hotel de Ville",TAD - RES - NOR - UTG,3,00FFFF
R3Aa1,1,"R3","Givors Hotel de Ville --> Cimetiere de Givors",TAD - RES - NOR - UTG,3,00FFFF
PL1Aa1,1,"PL1","Terreaux La Feuillee --> La Doua - INSA",REG - PLU - NUI - UTN,3,00FFFF
PL1Ar2,1,"PL1","Cite Internationale - Quai CDG --> Terreaux La Feuillee",REG - PLU - NUI - UTN,3,00FFFF
PL2Aa1,1,"PL2","Hotel de Ville - L. Pradel --> Grange Blanche",REG - PLU - NUI - UTP,3,00FFFF
PL3Aa1,1,"PL3","Hotel de Ville - L. Pradel --> Pontet Crases",REG - PLU - NUI - UTV,3,00FFFF
PL4Aa1,1,"PL4","Hotel de Ville - L. Pradel --> Saint-Priest Salengro",REG - PLU - NUI - UTA,3,00FFFF
S10Ar2,1,"S10","Lycee Jean Perrin --> Joannes Carret",REG - PRO - NAV - UTV,3,00FFFF
S10Aa1,1,"S10","Joannes Carret --> Lycee Jean Perrin",REG - PRO - NAV - UTV,3,00FFFF
S11Ar2,1,"S11","Le Chateau Duchere --> Gare de Vaise",REG - PRO - NAV - UTV,3,00FFFF
S11Aa1,1,"S11","Gare de Vaise --> Le Chateau Duchere",REG - PRO - NAV - UTV,3,00FFFF
S12Ar2,1,"S12","Croix-Rousse --> Hotel de Ville - L. Pradel",REG - PRO - NAV - UTC,3,00FFFF
S12Aa1,1,"S12","Hotel de Ville - L. Pradel --> Croix-Rousse.",REG - PRO - NAV - UTC,3,00FFFF
S14Aa3,1,"S14","Neuville --> Neuville",REG - PRO - NAV - UTV,3,00FFFF
S14Aa5,1,"S14","Neuville --> Neuville.",REG - PRO - NAV - UTV,3,00FFFF
S14Aa1,1,"S14","Neuville --> Neuville..",REG - PRO - NAV - UTV,3,00FFFF
S15Ar2,1,"S15","Les Sources --> Ecully Le Trouillat",REG - PRO - NAV - UTV,3,00FFFF
S15Aa1,1,"S15","Ecully Le Trouillat --> Les Sources",REG - PRO - NAV - UTV,3,00FFFF
S16Aa1,1,"S16","Ecully Le Perollier --> Collonges Gare",REG - PRS - NAV - UTV,3,00FFFF
S16Ar2,1,"S16","Collonges Gare --> Ecully Le Perollier",REG - PRS - NAV - UTV,3,00FFFF
S1Aa1,1,"S1","Confluence Rambaud --> Gare Saint-Paul.",REG - PRO - NAV - UTPE,3,00FFFF
S1Ar2,1,"S1","Gare Saint-Paul --> Confluence Rambaud",REG - PRO - NAV - UTPE,3,00FFFF
S1Ar10,1,"S1","Gare Saint-Paul --> Confluence Rambaud..",REG - PRO - NAV - UTPE,3,00FFFF
S2Aa1,1,"S2","La Tour de Salvagny Mairie --> La Tour de Salvagny Mairie",REG - PRO - NAV - UTV,3,00FFFF
S3Br2,1,"S3","Collonges Gare --> Allee des Hetres",REG - PRS - NAV - UTV,3,00FFFF
S3Ba1,1,"S3","Allee des Hetres --> Collonges Gare",REG - PRS - NAV - UTV,3,00FFFF
S3Br4,1,"S3","L'Etang --> Allee des Hetres",REG - PRS - NAV - UTV,3,00FFFF
S3Ba3,1,"S3","Rocade des Monts d'Or --> Collonges Gare",REG - PRS - NAV - UTV,3,00FFFF
S4Aa1,1,"S4","Croix-Rousse --> Henon - Deleuvre.",REG - PRO - NAV - UTC,3,00FFFF
S4Ar2,1,"S4","Henon - Deleuvre --> Croix-Rousse.",REG - PRO - NAV - UTC,3,00FFFF
S5Aa7,1,"S5","Caluire - Bords de Saone --> Vieux Crepieux",REG - PRO - NOR - UTC,3,00FFFF
S5Ar8,1,"S5","Vieux Crepieux --> Caluire - Bords de Saone",REG - PRO - NOR - UTC,3,00FFFF
S5Ar4,1,"S5","Cuire --> Caluire - Bords de Saone.",REG - PRO - NOR - UTC,3,00FFFF
S5Aa3,1,"S5","Caluire - Bords de Saone --> Cuire.",REG - PRO - NOR - UTC,3,00FFFF
S6Ar2,1,"S6","Croix-Rousse --> Hotel de Ville - L. Pradel",REG - PRO - NAV - UTC,3,00FFFF
S6Aa1,1,"S6","Hotel de Ville - L. Pradel --> Croix-Rousse",REG - PRO - NAV - UTC,3,00FFFF
S7Aa1,1,"S7","La Chaux Ecole de Champlong --> La Chaux Ecole de Champlong",REG - PRO - NAV - UTV,3,00FFFF
S8Ar4,1,"S8","Rillieux Victor Hugo --> Crepieux Les Brosses",REG - PRO - NAV - UTN,3,00FFFF
S8Aa3,1,"S8","Crepieux Les Brosses --> Rillieux Victor Hugo",REG - PRO - NAV - UTN,3,00FFFF
S8Aa1,1,"S8","La Buissiere Viralamande --> Rillieux Victor Hugo",REG - PRO - NAV - UTN,3,00FFFF
S8Ar2,1,"S8","Rillieux Victor Hugo --> La Buissiere Viralamande",REG - PRO - NAV - UTN,3,00FFFF
S9Aa7,1,"S9","Jean Giono --> Moly",REG - PRO - NOR - UTO,3,00FFFF
S9Ar6,1,"S9","Moly --> Jean Giono",REG - PRO - NOR - UTO,3,00FFFF
S9Aa5,1,"S9","Jean Giono --> Moly.",REG - PRO - NOR - UTO,3,00FFFF
S9Ar4,1,"S9","Moly --> Jean Giono.",REG - PRO - NOR - UTO,3,00FFFF
S9Ar8,1,"S9","Moly --> Jean Giono..",REG - PRO - NOR - UTO,3,00FFFF
S9Aa3,1,"S9","Jean Giono --> Moly..",REG - PRO - NOR - UTO,3,00FFFF
S9Ar2,1,"S9","Moly --> Jean Giono...",REG - PRO - NOR - UTO,3,00FFFF
S9Aa1,1,"S9","Jean Giono --> Moly...",REG - PRO - NOR - UTO,3,00FFFF
11Ba1,1,"11","Gare d'Oullins --> Thurins Mairie",REG - PRO - NOR - UTO,3,00FFFF
11Br2,1,"11","Thurins Mairie --> Gare d'Oullins",REG - PRO - NOR - UTO,3,00FFFF
12Ba1,1,"12","Gare d'Oullins --> St-Genis 2",REG - PRO - NOR - UTO,3,00FFFF
12Br2,1,"12","St-Genis 2 --> Gare d'Oullins",REG - PRO - NOR - UTO,3,00FFFF
14Ba1,1,"14","Gare d'Oullins --> Gorge de Loup",REG - LCO - NOR - UTO,3,00FFFF
14Br2,1,"14","Gorge de Loup --> Gare d'Oullins",REG - LCO - NOR - UTO,3,00FFFF
15Da1,1,"15","Bellecour Charite --> Irigny Hauts de Selettes",REG - LCO - NOR - UTO,3,00FFFF
15Da3,1,"15","Bellecour Charite --> Vernaison  Place",REG - LCO - NOR - UTO,3,00FFFF
15Dr8,1,"15","Irigny Hauts de Selettes --> Bellecour Charite",REG - LCO - NOR - UTO,3,00FFFF
15Da7,1,"15","Bellecour Charite --> Irigny Hauts de Selettes.",REG - LCO - NOR - UTO,3,00FFFF
15Dr2,1,"15","Irigny Hauts de Selettes --> Bellecour Charite.",REG - LCO - NOR - UTO,3,00FFFF
15Ea1,1,"15E","Bellecour Charite --> Vernaison  Place",REG - LCO - EXP - ,3,00FFFF
15Er6,1,"15E","Vernaison  Place --> Les Gaupieres",REG - LCO - EXP - ,3,00FFFF
15Er2,1,"15E","Vernaison  Place --> Bellecour Charite",REG - LCO - EXP - ,3,00FFFF
16Ar2,1,"16","Decines Grand Large --> Vaulx-en-Velin La Soie",REG - LCO - NOR - UTS,3,00FFFF
16Aa1,1,"16","Vaulx-en-Velin La Soie --> Decines Grand Large",REG - LCO - NOR - UTS,3,00FFFF
17Ba7,1,"17","Gare d'Oullins --> St-Genis Lycee Descartes",REG - LCO - NOR - UTO,3,00FFFF
17Ba1,1,"17","Ste-Foy Place Saint Luc --> St-Genis 2",REG - LCO - NOR - UTO,3,00FFFF
17Br2,1,"17","St-Genis 2 --> Ste-Foy Place Saint Luc",REG - LCO - NOR - UTO,3,00FFFF
17Br4,1,"17","St-Genis Lycee Descartes --> Ste-Foy Place Saint Luc",REG - LCO - NOR - UTO,3,00FFFF
17Ba11,1,"17","Gare d'Oullins --> St-Genis 2",REG - LCO - NOR - UTO,3,00FFFF
17Ba5,1,"17","Ste-Foy Place Saint Luc --> St-Genis Lycee Descartes",REG - LCO - NOR - UTO,3,00FFFF
17Ba3,1,"17","Ste-Foy Place Saint Luc --> St-Genis Lycee Descartes.",REG - LCO - NOR - UTO,3,00FFFF
18Br14,1,"18","Vernaison  Place --> Les Gaupieres",REG - LCO - NOR - UTO,3,00FFFF
18Ba11,1,"18","Gare d'Oullins --> Vernaison  Place",REG - LCO - NOR - UTO,3,00FFFF
18Br12,1,"18","Vernaison  Place --> Gare d'Oullins",REG - LCO - NOR - UTO,3,00FFFF
19Aa1,1,"19","Hotel de Ville - L. Pradel --> Ecully Le Perollier",REG - LCO - NOR - UTV,3,00FFFF
19Ar2,1,"19","Ecully Le Perollier --> Hotel de Ville - L. Pradel",REG - LCO - NOR - UTV,3,00FFFF
1EXa1,1,"1E","Colombier-Saugnieu Les Salines --> Grange Blanche",REG - CAF - NOR - UTP,3,00FFFF
1EXa3,1,"1E","Les Marches du Rhone --> Grange Blanche",REG - CAF - NOR - UTP,3,00FFFF
1EXr2,1,"1E","Grange Blanche --> Colombier-Saugnieu Les Salines",REG - CAF - NOR - UTP,3,00FFFF
1EXr6,1,"1E","Grange Blanche --> Colombier-Saugnieu Les Salines.",REG - CAF - NOR - UTP,3,00FFFF
1EXr4,1,"1E","Grange Blanche --> Les Marches du Rhone",REG - CAF - NOR - UTP,3,00FFFF
1EXa5,1,"1E","Colombier-Saugnieu Les Salines --> Grange Blanche.",REG - CAF - NOR - UTP,3,00FFFF
20Ar4,1,"20","Lycee Jean Perrin --> Gare de Vaise",REG - LCO - NOR - UTV,3,00FFFF
20Aa7,1,"20","Gare de Vaise --> St Fortunat",REG - LCO - NOR - UTV,3,00FFFF
20Ar8,1,"20","St Fortunat --> Gare de Vaise",REG - LCO - NOR - UTV,3,00FFFF
20Aa1,1,"20","Gare de Vaise --> St Cyr",REG - LCO - NOR - UTV,3,00FFFF
20Aa3,1,"20","Gare de Vaise --> Lycee Jean Perrin",REG - LCO - NOR - UTV,3,00FFFF
20Ar2,1,"20","St Cyr --> Gare de Vaise",REG - LCO - NOR - UTV,3,00FFFF
21Aa17,1,"21","Gare de Vaise --> St Germain Gare",REG - LCO - NOR - UTV,3,00FFFF
21Ar18,1,"21","St Germain Gare --> Gare de Vaise",REG - LCO - NOR - UTV,3,00FFFF
21Ar10,1,"21","Limonest Cimetiere --> Gare de Vaise",REG - LCO - NOR - UTV,3,00FFFF
21Ar2,1,"21","Limonest Cimetiere --> Gare de Vaise.",REG - LCO - NOR - UTV,3,00FFFF
21Ar4,1,"21","Limonest Cimetiere --> Gare de Vaise..",REG - LCO - NOR - UTV,3,00FFFF
21Aa1,1,"21","Gare de Vaise --> Limonest Cimetiere",REG - LCO - NOR - UTV,3,00FFFF
21Aa3,1,"21","Gare de Vaise --> Limonest Cimetiere.",REG - LCO - NOR - UTV,3,00FFFF
21Aa9,1,"21","Gare de Vaise --> Limonest Cimetiere..",REG - LCO - NOR - UTV,3,00FFFF
21Aa15,1,"21","Gare de Vaise --> St Germain Gare.",REG - LCO - NOR - UTV,3,00FFFF
21Ar16,1,"21","St Germain Gare --> Gare de Vaise.",REG - LCO - NOR - UTV,3,00FFFF
22Aa1,1,"22","Gare de Vaise --> St Fortunat",REG - LCO - NOR - UTV,3,00FFFF
22Ar2,1,"22","St Fortunat --> Gare de Vaise",REG - LCO - NOR - UTV,3,00FFFF
23Aa1,1,"23","Gare de Vaise --> Rocade des Monts d'Or",REG - LCO - NOR - UTV,3,00FFFF
23Ar2,1,"23","Rocade des Monts d'Or --> Gare de Vaise",REG - LCO - NOR - UTV,3,00FFFF
24Ar2,1,"24","Sept Chemins --> Grange Blanche",REG - PRO - NOR - UTP,3,00FFFF
24Aa1,1,"24","Grange Blanche --> Sept Chemins.",REG - PRO - NOR - UTP,3,00FFFF
25Ar12,1,"25","Sept Chemins --> Gare Part-Dieu Vivier Merle..",REG - LCO - NOR - UTP,3,00FFFF
25Aa11,1,"25","Gare Part-Dieu Vivier Merle --> Sept Chemins.",REG - LCO - NOR - UTP,3,00FFFF
26Aa1,1,"26","Lycee Lumiere --> Manissieux Pierre Blanche",REG - LCO - NOR - UTP,3,00FFFF
26Ar2,1,"26","Manissieux Pierre Blanche --> Lycee Lumiere",REG - LCO - NOR - UTP,3,00FFFF
27Aa1,1,"27","Vieux Lyon --> Villeurbanne Centre",REG - LCO - NOR - UTN,3,00FFFF
27Ar2,1,"27","Villeurbanne Centre --> Vieux Lyon",REG - LCO - NOR - UTN,3,00FFFF
28Aa1,1,"28","Meyzieu Z.i. --> Vaulx-en-Velin La Soie",REG - CAF - NOR - UTS,3,00FFFF
28Ar2,1,"28","Vaulx-en-Velin La Soie --> Meyzieu Z.i.",REG - CAF - NOR - UTS,3,00FFFF
29Ar14,1,"29","R.N.6 - A. Pare --> Meyzieu Z.i.",REG - CAF - NOR - UTS,3,00FFFF
29Aa13,1,"29","Meyzieu Z.i. --> R.N.6 - A. Pare",REG - CAF - NOR - UTS,3,00FFFF
2Ar6,1,"2","Gare de Vaise --> Croix-Rousse",REG - LCO - NOR - UTV,3,00FFFF
2Ar4,1,"2","Plateaux de St Rambert --> Gare de Vaise",REG - LCO - NOR - UTV,3,00FFFF
2Aa3,1,"2","Gare de Vaise --> Plateaux de St Rambert",REG - LCO - NOR - UTV,3,00FFFF
2Ar2,1,"2","Plateaux de St Rambert --> Croix-Rousse.",REG - LCO - NOR - UTV,3,00FFFF
2Aa1,1,"2","Croix-Rousse --> Plateaux de St Rambert",REG - LCO - NOR - UTV,3,00FFFF
2EXr2,1,"2EX","Le Pont --> Gorge de Loup",REG - CAF - EXP - UTPE,3,00FFFF
2EXa1,1,"2EX","Gorge de Loup --> Le Pont",REG - CAF - EXP - UTPE,3,00FFFF
30Ba3,1,"30","Toussieu Les Tilleuls --> St-Priest Jules Ferry",REG - PRA - NOR - UTA,3,00FFFF
30Br6,1,"30","St-Priest Jules Ferry --> St-Pierre-de-Chandieu - Rajat",REG - PRA - NOR - UTA,3,00FFFF
30Br2,1,"30","St-Priest Jules Ferry --> St-Pierre-de-Chandieu - Rajat.",REG - PRA - NOR - UTA,3,00FFFF
30Ba5,1,"30","Z.I. Ampere - Chandieu --> St-Priest Jules Ferry",REG - PRA - NOR - UTA,3,00FFFF
30Br4,1,"30","St-Priest Jules Ferry --> Z.I. Ampere - Chandieu",REG - PRA - NOR - UTA,3,00FFFF
30Ba1,1,"30","St-Pierre-de-Chandieu - Rajat --> St-Priest Jules Ferry",REG - PRA - NOR - UTA,3,00FFFF
31Aa17,1,"31","Gare de Vaise --> Plasson et Chaize.",REG - LCO - NOR - UTV,3,00FFFF
31Aa13,1,"31","Perrache --> Cite Edouard Herriot..",REG - LCO - NOR - UTV,3,00FFFF
31Ar14,1,"31","Cite Edouard Herriot --> Perrache.",REG - LCO - NOR - UTV,3,00FFFF
31Aa15,1,"31","Gare de Vaise --> Cite Edouard Herriot.",REG - LCO - NOR - UTV,3,00FFFF
31Ar16,1,"31","Cite Edouard Herriot --> Gare de Vaise.",REG - LCO - NOR - UTV,3,00FFFF
32Aa1,1,"32","Hameau de Bianne --> Meyzieu Z.i.",REG - LCO - NOR - UTS,3,00FFFF
32Ar2,1,"32","Meyzieu Z.i. --> Hameau de Bianne",REG - LCO - NOR - UTS,3,00FFFF
32Aa3,1,"32","Hameau de Bianne --> Meyzieu Z.i..",REG - LCO - NOR - UTS,3,00FFFF
32Ar4,1,"32","Meyzieu Z.i. --> Hameau de Bianne.",REG - LCO - NOR - UTS,3,00FFFF
33Aa1,1,"33","Croix-Rousse --> Rillieux - Les Alagniers",REG - LCO - NOR - UTC,3,00FFFF
33Ar2,1,"33","Rillieux - Les Alagniers --> Croix-Rousse",REG - LCO - NOR - UTC,3,00FFFF
33Ar8,1,"33","Marronniers --> Croix-Rousse",REG - LCO - NOR - UTC,3,00FFFF
34Ar2,1,"34","Grange Blanche --> Perrache",REG - LCO - NOR - UTA,3,00FFFF
34Aa1,1,"34","Perrache --> Grange Blanche",REG - LCO - NOR - UTA,3,00FFFF
35Ar2,1,"35","Venissieux Le Charreard --> Bellecour Charite",REG - LCO - NOR - UTA,3,00FFFF
35Aa1,1,"35","Bellecour Charite --> Venissieux Le Charreard",REG - LCO - NOR - UTA,3,00FFFF
35Ar6,1,"35","Venissieux Le Charreard --> Bellecour Charite.",REG - LCO - NOR - UTA,3,00FFFF
35Aa5,1,"35","Bellecour Charite --> Venissieux Le Charreard.",REG - LCO - NOR - UTA,3,00FFFF
37Aa1,1,"37","Charpennes Charles Hernu --> Vaulx-en-Velin  Marcel Cachin",REG - LCO - NOR - UTS,3,00FFFF
37Aa5,1,"37","Place Wilson --> Vaulx-en-Velin  Marcel Cachin",REG - LCO - NOR - UTS,3,00FFFF
37Aa3,1,"37","Charpennes Charles Hernu --> Vaulx-en-Velin  Marcel Cachin.",REG - LCO - NOR - UTS,3,00FFFF
37Ar4,1,"37","Vaulx-en-Velin  Marcel Cachin --> Charpennes Charles  Hernu",REG - LCO - NOR - UTS,3,00FFFF
37Ar2,1,"37","Vaulx-en-Velin  Marcel Cachin --> Charpennes Charles  Hernu.",REG - LCO - NOR - UTS,3,00FFFF
37Aa11,1,"37","Charpennes Charles Hernu --> Vaulx-en-Velin  Marcel Cachin..",REG - LCO - NOR - UTS,3,00FFFF
37Ar102,1,"37","Vaulx-en-Velin  Marcel Cachin --> Charpennes Charles  Hernu...",REG - LCO - NOR - UTS,3,00FFFF
37Ar112,1,"37","Vaulx-en-Velin  Marcel Cachin --> Charpennes Charles  Hernu...",REG - LCO - NOR - UTS,3,00FFFF
38Ar2,1,"38","Caluire Place de la Bascule --> Gare Part-Dieu Vivier Merle.",REG - LCO - NOR - UTN,3,00FFFF
38Aa1,1,"38","Gare Part-Dieu Vivier Merle --> Caluire Place de la Bascule..",REG - LCO - NOR - UTN,3,00FFFF
39Aa3,1,"39","Parc de Parilly --> Le Relais",REG - LCO - NOR - UTA,3,00FFFF
39Aa1,1,"39","Parc de Parilly --> Solaize Mairie",REG - LCO - NOR - UTA,3,00FFFF
39Aa6,1,"39","Bellecombe --> Solaize Mairie",REG - LCO - NOR - UTA,3,00FFFF
39Ar2,1,"39","Solaize Mairie --> Parc de Parilly",REG - LCO - NOR - UTA,3,00FFFF
3Aa13,1,"3","Gorge de Loup --> Porte de Lyon",REG - LCO - NOR - UTV,3,00FFFF
3Aa1,1,"3","Gorge de Loup --> Dardilly Le Jubin.",REG - LCO - NOR - UTV,3,00FFFF
3Ar2,1,"3","Dardilly Le Jubin --> Gorge de Loup..",REG - LCO - NOR - UTV,3,00FFFF
3Ar4,1,"3","Limonest Le Puy d'Or --> Gorge de Loup.",REG - LCO - NOR - UTV,3,00FFFF
3Aa3,1,"3","Gorge de Loup --> Limonest Le Puy d'Or.",REG - LCO - NOR - UTV,3,00FFFF
3Aa5,1,"3","Gorge de Loup --> Porte de Lyon...",REG - LCO - NOR - UTV,3,00FFFF
3Ar6,1,"3","Porte de Lyon --> Gorge de Loup",REG - LCO - NOR - UTV,3,00FFFF
40Ar14,1,"40","Pont Masaryk --> Bellecour Le Viste",REG - LCO - NOR - UTV,3,00FFFF
40Aa13,1,"40","Rue d'Ypres --> Neuville",REG - LCO - NOR - UTV,3,00FFFF
40Aa1,1,"40","Bellecour Le Viste --> Neuville.",REG - LCO - NOR - UTV,3,00FFFF
40Ar2,1,"40","Neuville (direction Lyon) --> Bellecour Le Viste.",REG - LCO - NOR - UTV,3,00FFFF
43Aa7,1,"43","Gare de Vaise --> Genay Proulieu",REG - LCO - NOR - UTV,3,00FFFF
43Ar8,1,"43","Genay Proulieu --> Gare de Vaise...",REG - LCO - NOR - UTV,3,00FFFF
43Ar14,1,"43","Genay Proulieu --> Gare de Vaise...",REG - LCO - NOR - UTV,3,00FFFF
43Aa13,1,"43","Gare de Vaise --> Genay Proulieu...",REG - LCO - NOR - UTV,3,00FFFF
43Ar10,1,"43","St Romain Centre --> Gare de Vaise.",REG - LCO - NOR - UTV,3,00FFFF
43Aa9,1,"43","Gare de Vaise --> St Romain Centre.",REG - LCO - NOR - UTV,3,00FFFF
45Ar2,1,"45","Valdo --> Croix-Rousse",REG - LCO - NOR - UTV,3,00FFFF
45Aa1,1,"45","Croix-Rousse --> Valdo",REG - LCO - NOR - UTV,3,00FFFF
45Ar4,1,"45","Pont Mouton --> Croix-Rousse",REG - LCO - NOR - UTV,3,00FFFF
46Ar2,1,"46","Boyer --> Perrache",REG - LCO - NOR - UTPE,3,00FFFF
46Aa3,1,"46","Perrache --> Sainte-Foy Chatelain",REG - LCO - NOR - UTPE,3,00FFFF
46Ar4,1,"46","Sainte-Foy Chatelain --> Perrache",REG - LCO - NOR - UTPE,3,00FFFF
46Aa1,1,"46","Perrache --> Boyer",REG - LCO - NOR - UTPE,3,00FFFF
47Aa1,1,"47","Meyzieu Z.i. --> Marechal Juin",REG - CAF - NOR - UTS,3,00FFFF
47Aa3,1,"47","Meyzieu Z.i. --> Marechal Juin.",REG - CAF - NOR - UTS,3,00FFFF
47Ar4,1,"47","Marechal Juin --> Meyzieu Z.i.",REG - CAF - NOR - UTS,3,00FFFF
47Ar2,1,"47","Marechal Juin --> Meyzieu Z.i..",REG - CAF - NOR - UTS,3,00FFFF
47Ar104,1,"47","Marechal Juin --> Meyzieu Z.i...",REG - CAF - NOR - UTS,3,00FFFF
47Aa103,1,"47","Meyzieu Z.i. --> Marechal Juin..",REG - CAF - NOR - UTS,3,00FFFF
47Ar102,1,"47","Marechal Juin --> Meyzieu Z.i....",REG - CAF - NOR - UTS,3,00FFFF
47Aa101,1,"47","Meyzieu Z.i. --> Marechal Juin...",REG - CAF - NOR - UTS,3,00FFFF
48Br2,1,"48","Aerop. St Ex. - Gare Routiere --> Bornicat",REG - CAF - NOR - UTS,3,00FFFF
48Ba1,1,"48","Bornicat --> Aerop. St Ex. - Gare Routiere",REG - CAF - NOR - UTS,3,00FFFF
49Aa1,1,"49","Perrache --> Sainte-Foy Chatelain",REG - LCO - NOR - UTPE,3,00FFFF
49Ar2,1,"49","Sainte-Foy Chatelain --> Perrache",REG - LCO - NOR - UTPE,3,00FFFF
4Ar2,1,"4","Campus Lyon Ouest --> Gare de Vaise",REG - LCO - NOR - UTV,3,00FFFF
4Aa1,1,"4","Gare de Vaise --> Campus Lyon Ouest",REG - LCO - NOR - UTV,3,00FFFF
50Ar2,1,"50","La Fouillouse --> St Priest Hotel de Ville",REG - LCO - NOR - UTA,3,00FFFF
50Ar4,1,"50","La Fouillouse Acacias --> St Priest Hotel de Ville",REG - LCO - NOR - UTA,3,00FFFF
50Aa1,1,"50","St Priest Hotel de Ville --> La Fouillouse",REG - LCO - NOR - UTA,3,00FFFF
50Aa3,1,"50","St Priest Hotel de Ville --> La Fouillouse Acacias",REG - LCO - NOR - UTA,3,00FFFF
52Ar4,1,"52","Sept Chemins --> Vaulx-en-Velin La Grappiniere",REG - LCO - NOR - UTS,3,00FFFF
52Aa1,1,"52","Vaulx-en-Velin La Grappiniere --> Parilly Universite Hippodrome",REG - LCO - NOR - UTS,3,00FFFF
52Ar2,1,"52","Parilly Universite Hippodrome --> Vaulx-en-Velin La Grappiniere",REG - LCO - NOR - UTS,3,00FFFF
52Aa3,1,"52","Vaulx-en-Velin La Grappiniere --> Sept Chemins",REG - LCO - NOR - UTS,3,00FFFF
54Ar2,1,"54","Corbas Les Taillis --> Gare de Venissieux",REG - LCO - NOR - UTA,3,00FFFF
